4946925	10	false	false	false	0102000020110F00001C00000031832DBD91076AC178A0918580CA5541335853F195076AC1782B6D7D80CA55416252209CA0076AC1BD0C48E27CCA5541F33A420CA9076AC1A01EC3887ACA5541C99626A2B1076AC12386B6D777CA5541924D3779B7076AC162C49D2677CA554189FCBD90BA076AC1B98203AD75CA55416ACC9383BD076AC1ACEC123E75CA5541334669BBC2076AC14DC4D81576CA55417D77B592C7076AC1FF87339F78CA5541F644F876D0076AC1137CD43A7DCA5541CF10D783D9076AC1F598D54283CA55411E7CBA06E1076AC1BEFCC04589CA5541A500F582E6076AC121E206788ECA554125D8F9E8EA076AC11FA1AAA394CA55414A9F8407F0076AC1170FBB929BCA554170660F26F5076AC13EF18EFF9FCA5541EF489D8BFB076AC157CCF4C5A4CA55410AEF46F1FF076AC13642F773A7CA5541ED83FBB404086AC178E7CD6CA9CA554120A140D40C086AC1C197A249ACCA55415E9F871917086AC15B9458ADAECA55410ADC128920086AC15570D959B0CA55411021702E30086AC1B7220819BBCA55413805E51F3C086AC13EC6CE69C4CA5541A563B71040086AC1CE4BAA47C7CA55416A6E9F0946086AC1C7009862CACA5541BFB75D0A4C086AC17DD6212ECDCA5541
5288985	10	true	false	false	0102000020110F00000E000000465BE164180E6AC17EE7F9D95FB2554181A239D2150E6AC1C9B2027B5DB25541AFA53812150E6AC1E1A6B3DE5CB25541F7413E48140E6AC1FCB94E805CB255410D668C63130E6AC1FCB94E805CB25541BF3DAF1B0E0E6AC181DC33795CB25541F0A30563090E6AC1D9E9453A5CB25541D77D9DD7070E6AC14B13B4135CB25541FD6479C2060E6AC1F55862BA5BB2554138B29CCB050E6AC185F4EC135BB255412BE0D4D0040E6AC1A56D5F235AB255411105D5D7030E6AC1E370AAE458B25541AEC9FD0F030E6AC1BD43B49457B2554112378777020E6AC16A418C3756B25541
5289254	6	true	false	false	0102000020110F00000600000074C97EEC01046AC1B512457AF8B85541B0DA3694F6036AC1BA59F064F8B855417440548EE9036AC1E324D85EF8B85541654F0E5CC9036AC1F67C0069F8B85541392C8155C5036AC1C285046AF8B85541482535F6B7036AC12FA0106DF8B85541
5290051	8	false	false	false	0102000020110F000004000000DC678A0457026AC14F2FA77CECB85541A3CA400557026AC13415E261D7B8554196C1080757026AC1A429AC4799B855415D24BF0757026AC10F62C31985B85541
5294108	10	true	false	false	0102000020110F00000C0000002943E284F80C6AC17488E2DF69B25541E92F4D670C0D6AC1DE1FA58E60B25541959C7006120D6AC10CB6A38564B25541BA6903BB230D6AC16F5C479670B25541FB7A7B11290D6AC19B08093974B25541F5A729932C0D6AC15550303A78B25541E10103E22D0D6AC1275E7D1979B255417479635D2F0D6AC129A234D179B25541782F0803300D6AC1C01864217AB2554150D93ED9310D6AC1A819BE477BB25541CFE599D2320D6AC16E3B0B277CB25541ABFEBDE7330D6AC149DC781D7EB25541
5295946	8	false	false	false	0102000020110F00000C0000008ABD50313E0F6AC18B2C762DE6AD5541B478C8CC450F6AC1B3A8C388E6AD5541AC0026444C0F6AC124ECBBCCE6AD554141F6AD294E0F6AC16E5302E0E6AD55414862F7744F0F6AC1CE2511E4E6AD5541A2AEDC1D590F6AC1582EF321E7AD554109C200C2610F6AC194066286E7AD5541B0B85E4E650F6AC1F6A9BE9FE7AD55410CC56464700F6AC18EAE9C22E8AD554114EC10B9720F6AC1698FD030E8AD5541D6D273057A0F6AC1FA9EB629E8AD5541F26D946B7C0F6AC10707FD3CE8AD5541
5296829	10	true	false	false	0102000020110F0000020000007EB2AC3D180C6AC168BE2F5612B25541E8A084B71B0C6AC15D2884B917B25541
5296830	10	true	false	false	0102000020110F000005000000AEB1FA51180C6AC1C104C02508B2554198915D62180C6AC1A19222AC0FB2554141693A60180C6AC164CA300311B25541306E2F55180C6AC148CC8DA311B255417EB2AC3D180C6AC168BE2F5612B25541
5298057	10	false	false	false	0102000020110F00000D00000021E56B98A40E6AC12D170FB7D2B05541F4DCAEF4A40E6AC13F610750D4B0554183204360A50E6AC1F6523EB5D5B05541CDB9A4A2A60E6AC157D893CFD9B05541790FA90AA70E6AC15BC5731DDBB0554124EC436CA70E6AC16A1D8333DCB05541A134CDCCA70E6AC1CAAEB20DDDB05541DAD6D42FA80E6AC1194006ADDDB05541581F5E90A80E6AC13D279C19DEB055413D4A2933A90E6AC1631B8D9EDEB0554188A64FD6A90E6AC1521A7CDEDEB05541037B2D94AA0E6AC18CBCDEF8DEB0554158B28AC1AB0E6AC15EC04C16DFB05541
5299482	10	false	false	false	0102000020110F00000B000000BA136015370F6AC16C687ACCCBAF5541EFFEB59A350F6AC195A90470C8AF55410FB89011350F6AC1D5985CE9C6AF5541013131A9340F6AC1C172D66BC5AF5541A6572765340F6AC1FB0E9400C4AF5541B3A14B2E340F6AC10AEC3348C2AF554153A3AF05340F6AC15748A33DC0AF55414D3873F2330F6AC184B9032FBEAF55413F2F3BF4330F6AC158552658B2AF55410692F1F4330F6AC1397E6302ADAF5541CFF4A7F5330F6AC1D4E0E8BFA7AF5541
5302240	10	false	false	false	0102000020110F000019000000161BE5C14C0F6AC10CBAAE8805AF554132A6BEC44C0F6AC110F0EB06F8AE5541200663AF4F0F6AC1DF399C3DF2AE554164D130D7540F6AC1A15D4730E9AE554113DEE61C570F6AC188F3EB49E5AE5541F7F1CF825D0F6AC136A28750DAAE55411023C10D610F6AC1D9712C3DD4AE55412B92FA6F660F6AC1A8213000CBAE55410306CE7A6A0F6AC18901AE10C4AE5541B01BF34F6C0F6AC14DEDD91EC1AE5541A37B1AEF740F6AC1B502EA43B3AE55419C341DCE780F6AC14E8A0F0CADAE5541890760237A0F6AC1757FB3C5AAAE55413307B0F3820F6AC102B26EBA9BAE5541C6BF39348F0F6AC154C6A4D086AE5541B134E3E5940F6AC19732F7177DAE5541E89F7A45960F6AC15542760C7BAE5541BB15E50B970F6AC1A669BA4D7AAE5541B240791D980F6AC10B94BB7C79AE5541AAE93499990F6AC16309338678AE5541B0966AAF9A0F6AC107DB3A7177AE554163D6DFCC9C0F6AC10B03E9E674AE554184322ED8A10F6AC15BFAA7BE6DAE55418E915768A40F6AC148A3FA036AAE5541E45DFB36AB0F6AC1882055A85EAE5541
5302729	10	false	false	false	0102000020110F000012000000AD88DFB00B096AC177AD7665C7B855415CCBF8C10B096AC1FAD0392396B85541B17AB2BD0B096AC1C4B97A1C8DB85541F82034BB0B096AC1471417FE8AB85541B17AB2BD0B096AC1F252FD3289B8554133B050C70B096AC16345C1AF75B85541CF7EF5C60B096AC13FDB03BB73B855411333A4B70B096AC1BDA733445CB85541F42E61AE0B096AC1A2B9ED6D45B8554183F4CDAF0B096AC14BC2E17B36B85541D81CF1B10B096AC172A86D1A35B85541E5ACBFA90B096AC13F7CE3FF23B85541AB0F76AA0B096AC1CF2BFB8D13B85541B918AEA80B096AC10B8287AA11B85541E5ACBFA90B096AC12430A817F8B7554164F08AA60B096AC1624E289CF0B755418B92C99A0B096AC186968650C6B75541395C79A50B096AC12B4DAC2EACB75541
5306278	6	true	false	false	0102000020110F000008000000A204D6BD6FFC69C1A6D35B41F9B85541D53FD84459FC69C1DEF6F627F9B8554181F22B1E49FC69C1BF95CA1CF9B855415D26E39B43FC69C1F760C8DBF8B855414B66F9BF41FC69C1C0A773C6F8B85541451B0E793BFC69C1BF3E597FF8B855418A278B7135FC69C1BCF04A3BF8B855419A1CCBE033FC69C188CD3A37F8B85541
5306535	8	false	false	false	0102000020110F0000120000006B2FBB7A14056AC11B2148A3EBB85541B5EC1EB50E056AC12CF1505DE7B8554121539C0EF0046AC174DB7A3DD2B85541A8E7E0F3EC046AC1F80E9E01D0B85541C69EA1FAE9046AC12F6F3CA4CDB855414CB5BE75E6046AC1D2F50F52CAB85541ED6F6BE6E4046AC1A36AB276C8B85541FD64AB55E3046AC191665D1CC6B85541AF4C1571E0046AC18F49D22EC1B85541AE8736A0DE046AC14D9ED9A8BDB855412077610CDE046AC161FF7D8FBCB8554158D2B108DD046AC1FE044A3DBAB85541DF717FEDDB046AC138F93271B7B85541D9C449D7DA046AC14CE25A74B4B85541B05D2C12D9046AC1AE10742EAFB855416774A4D9D6046AC10CF59E28A8B855415FF13B57D0046AC12779BDFE93B855413673FF5AC9046AC10455F0907DB85541
5306782	6	true	false	false	0102000020110F00000B000000BA9B771DD3FD69C1B6AC1F8604B955410519FCC4CEFD69C1782A230604B95541B67D8012CBFD69C1142A41CD03B955418560C1FEACFD69C105FE150103B9554198252C44A4FD69C10549E3B302B9554193744502A4FD69C1CA36DBB102B95541F464B78E88FD69C1088E208101B9554176BD93695FFD69C1CCA408B8FFB85541FA80634657FD69C10982A15DFFB85541EA851B414CFD69C1552F971AFFB85541C451BD534AFD69C134FC27BEFEB85541
5308109	10	false	false	false	0102000020110F0000020000000BFC00706F0D6AC10B7B7B2CA3B15541FBA6CD9B830D6AC176F53AD38DB15541
5508952	10	true	false	false	0102000020110F0000050000001E29BE1A6E0D6AC1F4ADEAC2B0BA5541C2E21D027C0D6AC1C0E754DDB0BA554153EC9D767F0D6AC1ECB41BCFB0BA55416E03CCD67F0D6AC1AAFD58DEB0BA55414354276D860D6AC173E67964B2BA5541
5509137	10	true	false	false	0102000020110F00000500000015147257470C6AC113828ABD49C55541CA5F7DAC4C0C6AC1F108CBDA3CC55541681F257B560C6AC1995CD8BD25C555418D0180FC5F0C6AC1BDC0CD840FC55541337C0D89700C6AC1AE5595CBE8C45541
5509141	10	true	false	false	0102000020110F000010000000BF341699C90E6AC1426F6A4899B95541075F8A9CCB0E6AC1DC62BEA09EB955412A14B4E7CB0E6AC1B6FADC689FB95541C4AF990FCC0E6AC1A3A39557A0B955410E48EE19CC0E6AC1DB7CC423A1B955411997D046CC0E6AC149BE5A4DA8B955418FC33652CC0E6AC15AC6C169ADB95541DF801D41CC0E6AC104E6B969B1B9554197A21E08CC0E6AC1F27ECAF0B7B95541EFFD00E2CB0E6AC17EEA8F63BBB955413A9655ECCB0E6AC12AB8FF84CBB9554104EBDEF9CB0E6AC1454EB9B3CCB9554146A44B4ECC0E6AC1EF9DD7BBCEB95541B0FFF696CC0E6AC1000A0708D0B95541B8E39CB0CC0E6AC14EFDF1C2D0B955419A58C3ADCC0E6AC1F0AC1E50DAB95541
5515953	10	false	false	false	0102000020110F000005000000834989C7880E6AC1FFE0363032BE5541DB31CD368A0E6AC13DEB794032BE5541BCF15BC68A0E6AC15599042432BE5541315B3A6B960E6AC1B70B0ED02CBE5541D30DC27EA10E6AC1AB40C8A627BE5541
